cns5_id,gj_id,component_id,n_components,primary_flag,gj_system_primary,gaia_edr3_id,hip_id,ra,dec,epoch,coordinates_bibcode,parallax,parallax_error,parallax_bibcode,pmra,pmra_error,pmdec,pmdec_error,pm_bibcode,rv,rv_error,rv_bibcode,g_mag,g_mag_error,bp_mag,bp_mag_error,rp_mag,rp_mag_error,g_mag_from_hip,g_mag_from_hip_error,g_rp_from_hip,g_rp_from_hip_error,g_mag_resulting,g_mag_resulting_error,g_rp_resulting,g_rp_resulting_error,g_rp_resulting_flag,j_mag,j_mag_error,h_mag,h_mag_error,k_mag,k_mag_error,jhk_mag_bibcode,w1_mag,w1_mag_error,w2_mag,w2_mag_error,w3_mag,w3_mag_error,w4_mag,w4_mag_error,wise_mag_bibcode
1624,10949,A,2,1,,5260759175761501696,31293,98.42498690791187,-75.62874086458727,2016.0,2020yCat.1350....0G,113.14640648188013,0.019037578,2020yCat.1350....0G,-297.95472300752857,0.02042321301996708,280.5873291812589,0.0199155043810606,2020yCat.1350....0G,,,,9.3847475,0.0006620184992596671,10.694307,0.0026632732765538565,8.24563,0.0013731562621363787,,,,,9.3847475,0.0006620184992596671,1.13251858268383,0.003266279636811623,0,6.725,0.023,6.146,0.026,5.862,0.024,2003yCat.2246....0C,5.66,0.13,5.446,0.048,5.554,0.015,5.369,0.031,2014yCat.2328....0C
1526,231,A,2,1,,5264749303462961280,29271,92.56235755341913,-74.75398809344104,2016.0,2020yCat.1350....0G,97.9157940060883,0.0656132,2020yCat.1350....0G,121.59582336868253,0.0567246712744236,-212.41087853342987,0.09824687242507935,2020yCat.1350....0G,36.14549255371094,0.125472292304039,2020yCat.1350....0G,4.9001403,0.0009584921208844704,5.256069,0.0006234003988980559,4.368095,0.002010543540437575,,,,,4.9001403,0.0009584921208844704,0.5294679327009566,0.0024740479755537307,0,3.951,0.232,3.508,0.228,3.446,0.2,2003yCat.2246....0C,3.422,0.439,3.086,0.305,3.421,0.011,3.386,0.02,2014yCat.2328....0C
1525,10876,B,2,0,231,5264749303457104384,,92.5589813200266,-74.75420492762049,2016.0,2020yCat.1350....0G,97.86660800672941,0.11542347,2020yCat.1350....0G,96.50002237962178,0.08604307472705841,-195.92664962800228,0.15409240126609802,2020yCat.1350....0G,,,,12.365336,0.003486108343245178,,,,,,,,,12.365336,0.003486108343245178,,,,,,,,,,,,,,,,,,,
1623,3397,,,0,,5278882357204698624,,98.09463811693483,-69.95933644177155,2016.0,2020yCat.1350....0G,42.49308226826082,0.021136165,2020yCat.1350....0G,249.57076988136748,0.022514356300234795,640.1578675806321,0.020115794613957405,2020yCat.1350....0G,,,,11.8761215,0.0004918015101331147,13.239604,0.0013787101532199801,10.72412,0.0005456050642980367,,,,,11.8761215,0.0004918015101331147,1.150078920170663,0.0019719347283263526,0,9.226,0.026,8.609,0.044,8.378,0.023,2003yCat.2246....0C,8.236,0.03,8.07,0.029,7.979,0.023,7.844,0.083,2014yCat.2328....0C
1780,11043,,,0,,5280944182024023552,,107.21527304405794,-67.10914625950578,2016.0,2020yCat.1350....0G,58.993543632867095,0.032100365,2020yCat.1350....0G,-224.4880020519923,0.03824394941329956,-93.83833759820459,0.041618116199970245,2020yCat.1350....0G,,,,15.959545,0.00033719778835602544,16.452976,0.0025081623599456696,15.305003,0.001636620609276757,,,,,15.959545,0.00033719778835602544,0.6538784258843048,0.003264874491088081,0,14.713,0.027,14.653,0.05,14.467,0.073,2003yCat.2246....0C,14.231,0.024,14.199,0.03,13.501,,9.807,,2014yCat.2328....0C
1680,10988,,,0,,,,101.371025,-66.763941,2015.53,2021ApJS..253....7K,53.8,2.9,2021ApJS..253....7K,-885.2,1.8,1311.5,1.8,2021ApJS..253....7K,,,,,,,,,,,,,,,,,,,,,,,,,,13.761,0.023,13.308,0.023,12.477,0.243,9.861,,2014yCat.2328....0C
1661,10975,,,0,,5280389615847484416,,100.62109304432659,-67.12397506363128,2016.0,2020yCat.1350....0G,74.23362819791427,0.028862864,2020yCat.1350....0G,697.4546865551588,0.02892577461898327,-408.712161887513,0.03223523125052452,2020yCat.1350....0G,,,,13.988787,0.000413830217514471,16.270487,0.0024637495999456525,12.6204815,0.0004796824535523783,,,,,13.988787,0.000413830217514471,1.3764090749619544,0.0028266866376516504,0,10.615,0.026,10.151,0.021,9.807,0.019,2003yCat.2246....0C,9.651,0.022,9.388,0.02,9.213,0.022,9.285,0.3,2014yCat.2328....0C
1563,10902,,,0,,,,94.1771126,-64.1221952,2000.0,2014yCat.2328....0C,20.0,7.0,2012ApJ...752...56F,1304.0,4.0,-32.0,4.0,2012ApJ...752...56F,,,,,,,,,,,,,,,,,,,16.403,0.113,16.275,,16.381,,2003tmc..book.....C,15.646,0.03,15.183,0.042,12.862,,9.865,,2014yCat.2328....0C
2195,3519,,,0,,5317114850417299584,43797,133.79928015793473,-54.96617494635676,2016.0,2020yCat.1350....0G,41.08159535664877,0.041155424,2020yCat.1350....0G,24.398212954927402,0.051342640072107315,-91.36268997181108,0.0473579540848732,2020yCat.1350....0G,-6.875590801239014,0.17954742908477783,2020yCat.1350....0G,5.587254,0.000488281638026195,5.827099,0.0007605103015027523,5.1920023,0.002302636458669053,,,,,5.587254,0.000488281638026195,0.39948343936133773,0.002751456083509923,0,5.213,0.25,4.743,0.076,4.561,0.02,2003yCat.2246....0C,,,,,,,,,
2163,321.3,AB,2,1,,,42913,131.17582214266574,-54.70856804863214,1991.25,2007A&A...474..653V,40.4900016784668,0.39,2007A&A...474..653V,28.99,0.5,-103.35,0.5400000214576721,2007A&A...474..653V,,,,,,,,,,1.9449731914760353,0.08191055059432983,0.05976115055981146,0.13113042581044684,1.9449732,0.08191055059432983,0.05976115055981146,0.13113042581044684,2,,,,,,,,,,,,,,,,
2118,11245,,,0,,5321049521489667328,,128.42805813343125,-53.60972622157424,2016.0,2020yCat.1350....0G,50.43293313370549,0.050897796,2020yCat.1350....0G,-256.1630040985941,0.05778660625219345,389.03861970434184,0.05731569230556488,2020yCat.1350....0G,,,,16.1083,0.0007863940187180124,19.15065,0.04045842993667657,14.613281,0.001800136829534625,,,,,16.1083,0.0007863940187180124,1.4950180053710938,0.0019644103842431796,1,12.021,0.022,11.352,0.023,10.975,0.023,2003yCat.2246....0C,10.731,0.022,10.547,0.019,10.174,0.057,8.551,,2014yCat.2328....0C
2045,11197,,,0,,5320834841834013568,,123.33073184078653,-52.530598042701286,2016.0,2020yCat.1350....0G,43.05418269726936,0.3340977,2020yCat.1350....0G,-63.866691806338224,0.4584030210971832,801.7867390199682,0.4629821181297302,2020yCat.1350....0G,,,,19.808971,0.003895976664165698,21.390142,0.15256862116374448,18.204863,0.018087794942723136,,,,,19.808971,0.003895976664165698,1.6041088104248047,0.018502620356525838,1,14.645,0.044,13.923,0.041,13.287,0.036,2003yCat.2246....0C,12.839,0.023,12.495,0.023,11.813,0.145,9.032,,2014yCat.2328....0C
2019,298,,,0,,5320435203722048768,39987,122.48808698705113,-52.96520145287666,2016.0,2020yCat.1350....0G,61.92298983117166,0.017359192,2020yCat.1350....0G,-514.1053476318169,0.018466850742697716,668.7044686908794,0.01694062165915966,2020yCat.1350....0G,,,,10.653139,0.0004355666457697096,11.9945135,0.001080213130676341,9.50806,0.0006323333424858455,,,,,10.653139,0.0004355666457697096,1.1425273404983176,0.0018046345512886823,0,7.992,0.032,7.441,0.042,7.135,0.023,2003yCat.2246....0C,6.951,0.058,6.86,0.019,6.795,0.016,6.619,0.049,2014yCat.2328....0C
2075,11218,B,2,0,11217,5315595737654226560,,125.69640715493325,-57.44392391891117,2016.0,2020yCat.1350....0G,77.4860265001105,0.029199231,2020yCat.1350....0G,-370.7701241208464,0.03341744840145111,437.16401221663114,0.03609795868396759,2020yCat.1350....0G,,,,13.879499,0.0005957321609496472,16.25343,0.004310487622611929,12.489559,0.0007628073033274778,,,,,13.879499,0.0005957321609496472,1.392434288432797,0.004566418566743568,0,10.256,0.029,9.744,0.031,9.348,0.029,2003yCat.2246....0C,9.163,0.046,8.932,0.032,8.705,0.033,8.535,0.287,2014yCat.2328....0C
2074,11217,A,2,1,,5315595737654226304,,125.69448341721363,-57.4459015804563,2016.0,2020yCat.1350....0G,77.6303768539899,0.044866882,2020yCat.1350....0G,-371.35196070572107,0.04740583524107933,480.73497930424986,0.05029446631669998,2020yCat.1350....0G,,,,11.876849,0.0004936225095686746,13.584236,0.002162750795225224,10.535064,0.0027732810222396175,,,,,11.876849,0.0004936225095686746,1.2690704876869359,0.0037494771142869716,0,8.626,0.024,8.085,0.031,7.802,0.023,2003yCat.2246....0C,7.558,0.036,7.388,0.02,7.282,0.015,7.089,0.084,2014yCat.2328....0C
1974,11151,,,0,,5296104935544651520,,119.82838384421323,-55.47469417710271,2016.0,2020yCat.1350....0G,40.71928511004512,0.022030205,2020yCat.1350....0G,5.182532226457745,0.0247750673443079,-14.822719468915011,0.025067783892154694,2020yCat.1350....0G,,,,14.0318775,0.000647080445467983,15.970533,0.003344209583061397,12.727945,0.0012394573120666685,,,,,14.0318775,0.000647080445467983,1.3062877167791795,0.0037960495470785427,0,10.767,0.026,10.195,0.024,9.885,0.019,2003yCat.2246....0C,9.758,0.031,9.571,0.028,9.326,0.038,8.77,0.523,2014yCat.2328....0C
1995,11168,,,0,,5291484512805323264,,121.44464652689601,-59.21648809056944,2016.0,2020yCat.1350....0G,59.82847433082949,0.01622076,2020yCat.1350....0G,262.0083986037566,0.01734292134642601,-564.9105740206958,0.016126595437526703,2020yCat.1350....0G,,,,13.174113,0.0008641107449020776,14.972024,0.004037292094378392,11.907881,0.001848584786684215,,,,,13.174113,0.0008641107449020776,1.2718351288205665,0.0046267691933886855,0,10.07,0.022,9.515,0.022,9.215,0.021,2003yCat.2246....0C,9.023,0.022,8.844,0.019,8.661,0.022,8.702,0.277,2014yCat.2328....0C
1887,3455,,,0,,5492622847798742272,,114.05296644815438,-51.920572905284935,2016.0,2020yCat.1350....0G,61.361303075797686,0.018099437,2020yCat.1350....0G,398.06379243794265,0.01909380592405796,446.9325511443519,0.02089170552790165,2020yCat.1350....0G,,,,11.29012,0.00044343308923445524,12.693178,0.0013887452916803485,10.121786,0.0005446325311949626,,,,,11.29012,0.00044343308923445524,1.1641422461567184,0.0019786960552849366,0,8.554,0.02,8.036,0.049,7.755,0.024,2003yCat.2246....0C,7.608,0.032,7.456,0.02,7.373,0.017,7.184,0.083,2014yCat.2328....0C
1842,275,,,0,,5493588665684618752,36210,111.85405211571336,-51.402609641760776,2016.0,2020yCat.1350....0G,44.51691586999184,0.016214395,2020yCat.1350....0G,-287.5855845465507,0.018233977258205414,-2.0686097065441054,0.023531580343842506,2020yCat.1350....0G,4.889794826507568,0.182928666472435,2020yCat.1350....0G,6.5475388,0.00018721975186976068,6.8943577,0.0008248204005465066,6.0285997,0.0006905365411148919,,,,,6.5475388,0.00018721975186976068,0.518402465505463,0.0016873557442853059,0,5.515,0.032,5.154,0.017,5.042,0.024,2003yCat.2246....0C,5.008,0.155,4.857,0.103,5.072,0.015,5.041,0.028,2014yCat.2328....0C
1959,11145,,,0,,5519117229744210944,,119.2234839106459,-45.63440964675406,2016.0,2020yCat.1350....0G,51.656773752218676,0.018551435,2020yCat.1350....0G,-199.0987704501222,0.019187482073903084,636.7930569476813,0.017636196687817574,2020yCat.1350....0G,,,,11.314819,0.00053680059769699,12.548475,0.0011987715812008407,10.208706,0.0005707916798536941,,,,,11.314819,0.00053680059769699,1.102534364776603,0.0018581863323372512,0,8.762,0.024,8.226,0.029,8.0,0.02,2003yCat.2246....0C,7.891,0.026,7.726,0.019,7.639,0.018,7.559,0.121,2014yCat.2328....0C
1976,11152,,,0,,,,119.9457706,-49.0816695,2000.0,2014yCat.2328....0C,90.7,2.1,2021ApJS..253....7K,-370.7,0.8,250.0,0.8,2021ApJS..253....7K,,,,,,,,,,,,,,,,,,,,,,,,,,16.997,0.091,13.812,0.032,12.228,,8.997,,2014yCat.2328....0C
1899,11110,,,0,,5535361753834861312,,115.04626042327716,-42.958948811779244,2016.0,2020yCat.1350....0G,125.29909348905967,0.02647732,2020yCat.1350....0G,-483.4584532806379,0.02445601485669613,504.7743174008572,0.024794802069664,2020yCat.1350....0G,,,,12.030774,0.0005531302749521165,14.073357,0.0015634317106343971,10.699945,0.0006468309812251943,,,,,12.030774,0.0005531302749521165,1.3290337836645505,0.0021337078131951305,0,8.681,0.027,8.092,0.027,7.768,0.026,2003yCat.2246....0C,,,,,,,,,
1908,284,,,0,,5531762678610961664,37606,115.7374002183504,-45.17557765915933,2016.0,2020yCat.1350....0G,42.82131840134725,0.43254313,2020yCat.1350....0G,-79.01241779142228,0.4104408621788025,-554.0045734304035,0.40819311141967773,2020yCat.1350....0G,23.922138214111328,1.6647226810455322,2020yCat.1350....0G,4.83457,0.0007677610041248351,5.2295985,0.0008063323459831498,4.2804937,0.003288681089001363,,,,,4.83457,0.0007677610041248351,0.5592605806724147,0.003627064261539059,0,3.681,0.308,3.159,0.232,3.116,0.282,2003yCat.2246....0C,2.41,,2.999,0.422,3.232,0.013,3.198,0.018,2014yCat.2328....0C
1874,11098,,,0,,5535283658436274944,,113.53684687772366,-43.50645926002657,2016.0,2020yCat.1350....0G,48.56816091635265,0.6566403,2020yCat.1350....0G,-37.707086251032436,0.8137488961219788,148.0318290411741,0.949266254901886,2020yCat.1350....0G,,,,20.668543,0.00856670269506122,21.653252,0.3884176651458401,18.995085,0.08083140563746925,,,,,20.668543,0.00856670269506122,1.693817138671875,0.08128409765996462,1,15.559,0.06,14.585,0.054,14.01,0.055,2003yCat.2246....0C,,,,,,,,,
1858,11092,,,0,,5511171437162508544,,112.66272857354973,-44.398027073342845,2016.0,2020yCat.1350....0G,45.43699707407302,0.011992874,2020yCat.1350....0G,-169.08972976614396,0.01195350382477045,479.4255478949557,0.013395585119724274,2020yCat.1350....0G,29.965538024902344,0.657539427280426,2020yCat.1350....0G,9.552153,0.00030412405686645655,10.421371,0.0010051666805291968,8.637655,0.0004852879162407447,,,,,9.552153,0.00030412405686645655,0.9163002464117118,0.0017134364351487827,0,7.52,0.021,6.872,0.024,6.679,0.024,2003yCat.2246....0C,6.627,0.077,6.574,0.023,6.555,0.014,6.473,0.05,2014yCat.2328....0C
1777,11041,,,0,,5508545421138819968,,106.9719079311024,-49.01220608256766,2016.0,2020yCat.1350....0G,41.68630597755476,0.11569031,2020yCat.1350....0G,-15.746640445318434,0.1374850571155548,397.36322303604175,0.13826888799667358,2020yCat.1350....0G,113.0,2.0,2015ApJS..220...18B,17.750853,0.002025576782198733,20.989876,0.15717171014772766,16.166534,0.0038738482202820843,,,,,17.750853,0.002025576782198733,1.5843181610107422,0.004371459863062367,1,13.228,0.026,12.538,0.03,12.105,0.026,2003yCat.2246....0C,11.853,0.023,11.576,0.021,11.162,0.098,9.269,,2014yCat.2328....0C
1810,269,AB,2,1,,,35296,109.37323966344672,-46.98066428228661,1991.25,2007A&A...474..653V,68.5199966430664,0.56,2007A&A...474..653V,-18.24,0.6200000047683716,584.72,0.6299999952316284,2007A&A...474..653V,,,,,,,,,,6.373081007267761,0.08193203061819077,0.6927871254578584,0.1311572620322354,6.373081,0.08193203061819077,0.6927871254578584,0.1311572620322354,2,,,,,,,,,,,,,,,,
1793,268.1,,,0,,5509770796785820416,34834,108.13922367542023,-46.758827129126175,2016.0,2020yCat.1350....0G,46.9030776895444,0.13590589,2020yCat.1350....0G,-135.80612317341138,0.11719662696123123,107.43332716701347,0.13861040771007538,2020yCat.1350....0G,,,,4.38301,0.0011862693929334301,4.571094,0.0019248721194286085,4.0772033,0.005858023527152758,,,,,4.38301,0.0011862693929334301,0.3192931235031188,0.0063017118563790915,0,3.5,0.202,3.298,0.196,3.32,0.206,2003yCat.2246....0C,3.644,0.447,3.328,0.392,3.643,0.015,3.553,0.023,2014yCat.2328....0C
1740,11024,,,0,,5559134436466111360,,105.14280843443682,-44.78710198559304,2016.0,2020yCat.1350....0G,45.29610210578706,0.051192038,2020yCat.1350....0G,-43.85877433767266,0.054053761065006256,-13.89899968190907,0.05632077530026436,2020yCat.1350....0G,,,,14.464259,0.0010927230592026776,17.031864,0.00510970598831908,13.032664,0.0009497475637770749,,,,,14.464259,0.0010927230592026776,1.4235583547199444,0.00535734222557831,0,10.736,0.024,10.137,0.024,9.787,0.021,2003yCat.2246....0C,9.564,0.023,9.347,0.019,9.127,0.027,9.19,0.461,2014yCat.2328....0C
1723,257,B,2,0,,5559035514776717312,33499,104.43647190771412,-44.291651313997995,2016.0,2020yCat.1350....0G,124.38277554542188,0.044506755,2020yCat.1350....0G,-1172.1891273041947,0.050886545330286026,-125.36987530414002,0.05050896108150482,2020yCat.1350....0G,,,,10.381962,0.0006064806772788369,11.800207,0.004470188236390595,9.160427,0.00680938755241348,,,,,10.381962,0.0006064806772788369,1.1807643687930032,0.008248656963877726,0,6.883,0.019,6.365,0.044,6.056,0.018,2003yCat.2246....0C,5.977,0.112,5.601,0.051,5.63,0.015,5.55,0.032,2014yCat.2328....0C
1724,257,A,2,1,,5559035514779971456,33499,104.4373295461301,-44.29139605439596,2016.0,2020yCat.1350....0G,124.56954932191705,0.05522421,2020yCat.1350....0G,-1118.0733608822757,0.06305354833602905,-48.934413882232306,0.06703178584575653,2020yCat.1350....0G,,,,10.418207,0.0007603261464174061,11.823463,0.0064250904032879495,9.18865,0.010218365964494184,,,,,10.418207,0.0007603261464174061,1.1796039072842657,0.01214029611149399,0,6.883,0.019,6.365,0.044,6.056,0.018,2003yCat.2246....0C,5.977,0.112,5.601,0.051,5.63,0.015,5.55,0.032,2014yCat.2328....0C
1834,11080,,,0,,5293288295987250816,,110.83713664387949,-60.10162913000041,2016.0,2020yCat.1350....0G,51.04340148861564,0.017363688,2020yCat.1350....0G,76.82627269100499,0.021416861563920975,450.16648427809037,0.021094316616654396,2020yCat.1350....0G,,,,11.188111,0.0003525979318795191,12.451615,0.0013011951822439894,10.075429,0.0006243695166245664,,,,,11.188111,0.0003525979318795191,1.112780001226163,0.001942407319689916,0,8.59,0.024,8.025,0.029,7.758,0.029,2003yCat.2246....0C,7.629,0.025,7.505,0.02,7.426,0.016,7.278,0.074,2014yCat.2328....0C
1796,11053,,,0,,,,108.2577616,-58.9125559,2000.0,2014yCat.2328....0C,82.1,3.0,2021ApJS..253....7K,78.3,1.7,364.0,1.8,2021ApJS..253....7K,,,,,,,,,,,,,,,,,,,,,,,,,,18.977,,15.267,0.05,12.789,,9.631,,2014yCat.2328....0C
1783,11045,,,0,,5486916932205092352,,107.40960930410569,-57.06023470133151,2016.0,2020yCat.1350....0G,58.54495050607429,0.07453058,2020yCat.1350....0G,331.63616837133736,0.09827490150928497,330.6095325593851,0.0692545473575592,2020yCat.1350....0G,,,,12.175583,0.0004881528537147847,13.87332,0.0014531755717230907,10.928801,0.0005209021546989033,,,,,12.175583,0.0004881528537147847,1.2478271941668988,0.0020181819286235548,0,9.254,0.024,8.629,0.061,8.297,0.021,2003yCat.2246....0C,8.141,0.023,7.949,0.019,7.811,0.017,7.7,0.108,2014yCat.2328....0C
1738,260,A,2,1,,5479222240596469632,33690,104.99706286126714,-61.33500424765096,2016.0,2020yCat.1350....0G,54.527115158502816,0.01656392,2020yCat.1350....0G,-161.87264540008795,0.016419503837823868,264.83561051555023,0.01739378459751606,2020yCat.1350....0G,22.03574562072754,0.1887798011302948,2020yCat.1350....0G,6.616181,0.0005300403674981766,7.008779,0.0022414685160612345,6.053857,0.0013783539657808278,,,,,6.616181,0.0005300403674981766,0.5621422273206432,0.0029349686137125023,0,5.459,0.018,5.097,0.04,4.987,0.016,2003yCat.2246....0C,4.959,0.235,4.698,0.078,4.98,0.015,4.672,0.027,2014yCat.2328....0C
1736,11021,B,2,0,260,5287046368477870848,,104.98256254599588,-61.74878384014599,2016.0,2020yCat.1350....0G,54.15685818298862,0.026244927,2020yCat.1350....0G,-159.84935788912068,0.033048201352357864,263.73358664917413,0.035590868443250656,2020yCat.1350....0G,,,,14.530713,0.0007975313523350219,16.822248,0.004996065243713078,13.159711,0.001273206003472898,,,,,14.530713,0.0007975313523350219,1.3780505483648193,0.005317115895550637,0,10.998,0.024,10.412,0.022,10.038,0.019,2003yCat.2246....0C,9.844,0.022,9.656,0.02,9.44,0.03,8.91,0.304,2014yCat.2328....0C
1752,11031,,,0,,5479255432103480320,,105.71449026542051,-61.04387712129226,2016.0,2020yCat.1350....0G,57.078993445217165,0.2141402,2020yCat.1350....0G,520.1329387087379,0.27709805965423584,597.1736620931058,0.23696905374526978,2020yCat.1350....0G,,,,14.105196,0.0015948717969852598,16.907732,0.005711382072611261,12.638702,0.000738827356799966,,,,,14.105196,0.0015948717969852598,1.4664936065673828,0.0017576922119572063,1,10.359,0.024,9.854,0.024,9.522,0.021,2003yCat.2246....0C,9.341,0.023,9.083,0.02,8.842,0.023,8.707,0.259,2014yCat.2328....0C
1708,11006,,,0,,,,103.20218738615,-57.69362471397,2015.5,2018A&A...616A...1G,31.0,3.0,2012ApJ...752...56F,0.0,3.0,29.0,3.0,2012ApJ...752...56F,,,,,,,,,,,,,,,,,,,13.632,0.028,12.965,0.023,12.45,0.023,2003tmc..book.....C,12.171,0.023,11.866,0.021,11.356,0.091,9.427,,2014yCat.2328....0C
1794,11051,,,0,,5503983654771355776,,108.22309115460834,-52.33087623630665,2016.0,2020yCat.1350....0G,54.17863208379052,0.01878774,2020yCat.1350....0G,-294.36244601947095,0.020274821668863297,904.3866262768051,0.02034555934369564,2020yCat.1350....0G,,,,11.600923,0.00034354446052542594,13.017762,0.0016286205919277947,10.429013,0.0006010839691401254,,,,,11.600923,0.00034354446052542594,1.1685017608778918,0.0021688031193283744,0,8.882,0.022,8.324,0.023,8.063,0.027,2003yCat.2246....0C,,,,,,,,,
1687,10992,,,0,,,,101.8468384,-62.5431737,2000.0,2014yCat.2328....0C,99.5,1.7,2021ApJS..253....7K,2.2,0.6,393.9,0.6,2021ApJS..253....7K,,,,,,,,,,,,,,,,,,,,,,,,,,19.539,,15.224,0.051,12.961,,9.437,,2014yCat.2328....0C
1647,10965,,,0,,5479782647926975360,31878,99.95817989963138,-61.47786942622656,2016.0,2020yCat.1350....0G,45.04043411086896,0.013034608,2020yCat.1350....0G,-26.991078959767833,0.012200244702398777,75.01115167461347,0.013601642102003098,2020yCat.1350....0G,31.576488494873047,0.7432147264480591,2020yCat.1350....0G,9.248626,0.0009692821274045718,10.023178,0.003651303017388389,8.393414,0.0024652237980941362,,,,,9.248626,0.0009692821274045718,0.8567690878055515,0.0045934020180558146,0,7.301,0.02,6.643,0.024,6.5,0.02,2003yCat.2246....0C,6.453,0.09,6.426,0.024,6.43,0.016,6.338,0.041,2014yCat.2328....0C
1656,10972,,,0,,5478730243502292736,,100.39993318358044,-62.563296506035876,2016.0,2020yCat.1350....0G,40.80807905965307,0.030149784,2020yCat.1350....0G,-141.23430355661986,0.05090821906924248,-72.53033256379213,0.038583047688007355,2020yCat.1350....0G,,,,14.782591,0.0006667351529678495,16.915615,0.00822948867144818,13.438854,0.001031321289629982,,,,,14.782591,0.0006667351529678495,1.3472823176793378,0.00839512402504799,0,11.395,0.023,10.816,0.024,10.439,0.023,2003yCat.2246....0C,10.246,0.022,10.058,0.02,9.853,0.033,8.881,,2014yCat.2328....0C
1641,10960,,,0,,5479778765278589568,31711,99.50108246925384,-61.53305327925275,2016.0,2020yCat.1350....0G,45.70716098649665,0.5081734,2020yCat.1350....0G,-41.761576063888505,0.5256273746490479,70.14777945902622,0.5722238421440125,2020yCat.1350....0G,,,,6.142297,0.0008080544851020864,6.322963,0.003611106097688275,5.5139318,0.009523153359875658,,,,,6.142297,0.0008080544851020864,0.49069466993726885,0.010267450373119536,0,5.079,0.272,4.747,0.092,4.544,0.026,2003yCat.2246....0C,4.503,0.253,4.193,0.149,4.5,0.015,4.439,0.026,2014yCat.2328....0C
1598,10930,,,0,,5481843025342799104,,96.4834930044876,-60.05701848235131,2016.0,2020yCat.1350....0G,74.44000058860921,0.020294117,2020yCat.1350....0G,-25.368449730433127,0.0216729287058115,110.97752349487259,0.022518549114465714,2020yCat.1350....0G,,,,11.032926,0.0012275675381448864,12.594013,0.006322560062670999,9.814856,0.0028609840733540143,,,,,11.032926,0.0012275675381448864,1.212684770534089,0.007060452932643035,0,8.094,0.026,7.47,0.038,7.206,0.02,2003yCat.2246....0C,7.036,0.047,6.902,0.02,6.81,0.015,6.574,0.054,2014yCat.2328....0C
1626,238,,,0,,5482827676662168832,31300,98.45477358738191,-58.52492101506923,2016.0,2020yCat.1350....0G,65.7419970039887,0.014332135,2020yCat.1350....0G,-404.0495587600376,0.017574740573763847,795.9495508571433,0.017678968608379364,2020yCat.1350....0G,,,,10.532771,0.00034824490441168963,11.832445,0.0010753968718446344,9.404608,0.0004892534160644724,,,,,10.532771,0.00034824490441168963,1.126965951198005,0.001756658002316894,0,7.898,0.023,7.312,0.034,7.03,0.023,2003yCat.2246....0C,,,,,,,,,
1580,10915,,,0,,5478163342178788480,,95.65134696132016,-62.62713813382525,2016.0,2020yCat.1350....0G,45.406445998229614,0.02625081,2020yCat.1350....0G,-300.16874416270457,0.028318071737885475,-185.74845608596706,0.02504674904048443,2020yCat.1350....0G,,,,12.698399,0.0007717613636559181,14.390188,0.002746848719896339,11.448721,0.001421753531901102,,,,,12.698399,0.0007717613636559181,1.2471463387754114,0.0033550798791488427,0,,,,,,,,8.421,0.023,8.262,0.02,8.16,0.02,8.258,0.152,2014yCat.2328....0C
1500,10856,A,2,1,,5482312349304478976,,90.33119616243569,-60.7867124310135,2016.0,2020yCat.1350....0G,49.36607126946068,0.031292252,2020yCat.1350....0G,251.79411061187022,0.04279985651373863,-180.88930320337275,0.03038661740720272,2020yCat.1350....0G,,,,12.389171,0.0006983617356527662,13.942134,0.001958552035966416,11.17645,0.0007677433388254522,,,,,12.389171,0.0006983617356527662,1.2097676886304924,0.002472924566560623,0,9.528,0.028,8.973,0.028,8.759,0.03,2003yCat.2246....0C,,,,,,,,,
1501,10857,B,2,0,10856,5482312418025591808,,90.33168377400708,-60.784825319878074,2016.0,2020yCat.1350....0G,49.32616147392576,0.02339461,2020yCat.1350....0G,263.13711412814035,0.03264322131872177,-180.36611303155811,0.022151857614517212,2020yCat.1350....0G,,,,12.997201,0.000594903252460085,14.669024,0.0020191379521117157,11.756759,0.0007038444002287065,,,,,12.997201,0.000594903252460085,1.2413802195637054,0.0025024617897964397,0,10.042,0.028,9.518,0.025,9.254,0.025,2003yCat.2246....0C,,,,,,,,,
1579,10914,,,0,,5481848424118748672,30314,95.62881797245707,-60.21836448226139,2016.0,2020yCat.1350....0G,41.89001046273288,0.015732467,2020yCat.1350....0G,-11.428966940455606,0.018376033753156662,64.68118824881476,0.02143692411482334,2020yCat.1350....0G,31.42507553100586,0.21002152562141418,2020yCat.1350....0G,6.3652062,0.00045993299493182174,6.6619916,0.0015530109228816052,5.8962703,0.0012974864985052217,,,,,6.3652062,0.00045993299493182174,0.46832247352695006,0.00240526799762374,0,5.433,0.035,5.156,0.033,5.045,0.018,2003yCat.2246....0C,5.071,0.183,4.878,0.094,5.064,0.014,4.98,0.025,2014yCat.2328....0C
1632,10956,B,2,0,10955,5484571124146626432,,98.84329299175349,-57.625971390269115,2016.0,2020yCat.1350....0G,42.955602440029026,0.09099893,2020yCat.1350....0G,-40.08415865812516,0.12933529913425446,51.306719851831105,0.16590797901153564,2020yCat.1350....0G,,,,14.721604,0.003518208596479445,,,,,,,,,14.721604,0.003518208596479445,,,,,,,,,,,,,,,,,,,
